-2 1:0.124677 2:-0.348788 3:-0.284586 4:0.15756 5:-0.171311 6:-0.0974361 7:-0.684407 8:-0.371429 9:-0.207921 10:-0.0314465 
-2 1:-0.369658 2:-0.591109 3:-0.944249 4:-0.906932 5:-0.582966 6:-0.855126 7:-0.379231 8:-0.733333 9:0.306931 10:-0.169811 
2 1:0.173024 2:-0.626154 3:-0.903783 4:-0.271851 5:-0.664722 6:-0.520452 7:-0.404881 8:0.990476 9:0.306931 10:-0.194969 
2 1:0.0346279 2:-0.706867 3:-0.890564 4:-0.506567 5:-0.629587 6:-0.680366 7:-0.337929 8:0.52381 9:0.207921 10:-0.119497 
-2 1:-0.953198 2:-0.978864 3:-0.969078 4:-0.99677 5:-0.585722 6:-0.906202 7:-0.378762 8:0.647619 9:0.386139 10:-0.18239 
-2 1:-0.853977 2:-0.991818 3:-0.998802 4:-0.999964 5:-0.585735 6:-0.906637 7:-0.378763 8:0.447619 9:0.306931 10:-0.144654 
2 1:0.149245 2:-0.602741 3:-0.91177 4:-0.295767 5:-0.658457 6:-0.52603 7:-0.380333 8:0.866667 9:0.326733 10:-0.18239 
-2 1:-0.619066 2:-0.781684 3:-0.895885 4:-0.911477 5:-0.582233 6:-0.870876 7:-0.379579 8:0.12381 9:0.386139 10:-0.157233 
-2 1:-0.493705 2:-0.664486 3:-0.952281 4:-0.929624 5:-0.58405 6:-0.871252 7:-0.378481 8:0.809524 9:0.326733 10:-0.169811 
-2 1:-0.353149 2:-0.57136 3:-0.933362 4:-0.880611 5:-0.581327 6:-0.8389 7:-0.378372 8:0.704762 9:0.346535 10:-0.18239 
2 1:-0.162093 2:-0.779484 3:-0.934204 4:-0.680923 5:-0.60128 6:-0.782692 7:-0.353743 8:0.438095 9:0.227723 10:-0.18239 
-2 1:-0.55941 2:-0.750243 3:-0.877787 4:-0.890969 5:-0.580523 6:-0.859248 7:-0.379109 8:-0.819048 9:0.326733 10:-0.18239 
-2 1:0.329217 2:0.137024 3:-0.612327 4:-0.393894 5:-0.465007 6:-0.450792 7:-0.344212 8:0.895238 9:0.227723 10:-0.119497 
-2 1:-0.698946 2:-0.781633 3:-0.982631 4:-0.985055 5:-0.585635 6:-0.900546 7:-0.378754 8:0.4 9:0.366337 10:-0.169811 
2 1:-0.585227 2:-0.914261 3:-0.947602 4:-0.923571 5:-0.585562 6:-0.891678 7:-0.374299 8:0.447619 9:0.326733 10:-0.144654 
2 1:-0.644286 2:-0.916598 3:-0.933957 4:-0.969295 5:-0.585828 6:-0.90126 7:-0.377499 8:0.552381 9:-0.0891089 10:-0.0440252 
2 1:-0.711455 2:-0.912876 3:-0.929016 4:-0.98779 5:-0.585663 6:-0.90581 7:-0.378472 8:1 9:0.287129 10:-0.169811 
-2 1:-0.689588 2:-0.774694 3:-0.97024 4:-0.975772 5:-0.585466 6:-0.896617 7:-0.378757 8:-0.466667 9:0.405941 10:-0.144654 
-2 1:-0.688448 2:-0.765283 3:-0.982042 4:-0.987387 5:-0.585657 6:-0.901311 7:-0.378756 8:-0.104762 9:0.306931 10:-0.157233 
2 1:-0.586668 2:-0.899388 3:-0.886699 4:-0.955859 5:-0.58586 6:-0.898414 7:-0.375885 8:0.447619 9:-0.029703 10:-0.081761 
-2 1:-0.679643 2:-0.778649 3:-0.978258 4:-0.983796 5:-0.58561 6:-0.90001 7:-0.378794 8:0.352381 9:-0.029703 10:-0.0691824 
2 1:-0.7572 2:-0.93849 3:-0.91226 4:-0.979603 5:-0.585388 6:-0.905885 7:-0.378571 8:-0.0761905 9:0.306931 10:-0.169811 
2 1:-0.539356 2:-0.878145 3:-0.947891 4:-0.958901 5:-0.586492 6:-0.895115 7:-0.378275 8:0.8 9:0.326733 10:-0.169811 
-2 1:-0.732259 2:-0.80406 3:-0.99048 4:-0.990991 5:-0.585701 6:-0.903253 7:-0.378771 8:-0.0857143 9:0.287129 10:-0.169811 
2 1:-0.0813645 2:-0.764975 3:-0.926708 4:-0.730455 5:-0.600411 6:-0.797852 7:-0.391205 8:0.857143 9:0.326733 10:-0.169811 
2 1:0.250208 2:-0.601952 3:-0.809626 4:-0.306143 5:-0.604361 6:-0.526798 7:-0.608609 8:0.142857 9:0.247525 10:-0.144654 
2 1:-0.685385 2:-0.916437 3:-0.926874 4:-0.980883 5:-0.585658 6:-0.904357 7:-0.378123 8:0.971429 9:0.306931 10:-0.169811 
-2 1:-0.706786 2:-0.781188 3:-0.986328 4:-0.99021 5:-0.585689 6:-0.902744 7:-0.378777 8:0.295238 9:0.485149 10:-0.194969 
-2 1:-0.0981305 2:-0.61063 3:-0.499146 4:0.0150822 5:-0.285938 6:-0.357399 7:-0.367583 8:-0.390476 9:0.386139 10:-0.106918 
3 1:-0.738034 2:-0.904276 3:-0.990405 4:-0.995702 5:-0.585746 6:-0.907574 7:-0.378752 8:0.895238 9:0.306931 10:-0.157233 
-3 1:-0.459345 2:-0.541475 3:-0.918483 4:-0.949859 5:-0.584411 6:-0.877894 7:-0.378978 8:0.857143 9:0.306931 10:-0.157233 
3 1:-0.761342 2:-0.910417 3:-0.860078 4:-0.999726 5:-0.585735 6:-0.906584 7:-0.378762 8:0.961905 9:0.306931 10:-0.169811 
3 1:-0.767791 2:-0.90958 3:-0.911376 4:-0.99761 5:-0.585735 6:-0.906182 7:-0.378731 8:0.904762 9:0.306931 10:-0.169811 
-3 1:-0.312818 2:-0.390973 3:-0.893291 4:-0.936186 5:-0.583556 6:-0.86367 7:-0.378978 8:0.904762 9:0.306931 10:-0.169811 
-3 1:-0.437462 2:-0.517434 3:-0.904141 4:-0.933212 5:-0.583521 6:-0.866416 7:-0.378699 8:0.838095 9:0.306931 10:-0.157233 
3 1:-0.505928 2:-0.820738 3:-0.859582 4:-0.935801 5:-0.587354 6:-0.883397 7:-0.37443 8:0.961905 9:0.306931 10:-0.169811 
-3 1:-0.353588 2:-0.443318 3:-0.766767 4:-0.856976 5:-0.574924 6:-0.814892 7:-0.379848 8:0.904762 9:0.287129 10:-0.169811 
-3 1:-0.347265 2:-0.437611 3:-0.773889 4:-0.864041 5:-0.575871 6:-0.819056 7:-0.379836 8:0.933333 9:0.306931 10:-0.169811 
-3 1:-0.632375 2:-0.697769 3:-1 4:-0.999996 5:-0.585735 6:-0.906637 7:-0.378763 8:1 9:0.306931 10:-0.169811 
3 1:-0.84687 2:-0.932181 3:-0.925617 4:-0.999495 5:-0.585736 6:-0.906752 7:-0.378766 8:1 9:0.306931 10:-0.169811 
-3 1:-0.580334 2:-0.654209 3:-0.99857 4:-0.999815 5:-0.585735 6:-0.906543 7:-0.378763 8:0.409524 9:0.168317 10:-0.081761 
-3 1:-0.343183 2:-0.420922 3:-0.985316 4:-0.992146 5:-0.5857 6:-0.901468 7:-0.37876 8:-0.714286 9:0.425743 10:-0.194969 
3 1:-0.892314 2:-0.953115 3:-0.933304 4:-0.998291 5:-0.585741 6:-0.906799 7:-0.378752 8:0.0190476 9:0.326733 10:-0.169811 
-3 1:-0.310796 2:-0.389154 3:-0.81966 4:-0.859834 5:-0.576503 6:-0.811702 7:-0.378877 8:0.971429 9:0.306931 10:-0.169811 
-3 1:-0.203148 2:-0.336854 3:-0.379804 4:-0.607456 5:-0.505498 6:-0.629701 7:-0.378042 8:-0.780952 9:0.168317 10:0.132075 
3 1:-0.669994 2:-0.899268 3:-0.895941 4:-0.981675 5:-0.586066 6:-0.901514 7:-0.378705 8:0.904762 9:0.306931 10:-0.169811 
3 1:-0.404149 2:-0.843001 3:-0.906602 4:-0.783625 5:-0.598274 6:-0.83181 7:-0.373677 8:0.67619 9:0.306931 10:-0.157233 
3 1:-0.694245 2:-0.890959 3:-0.902609 4:-0.989482 5:-0.585843 6:-0.90371 7:-0.378566 8:0.980952 9:0.306931 10:-0.169811 
3 1:-0.731941 2:-0.909643 3:-0.920628 4:-0.990689 5:-0.585828 6:-0.904213 7:-0.378652 8:-0.8 9:0.326733 10:-0.194969 
-3 1:-0.31988 2:-0.39873 3:-0.774338 4:-0.823077 5:-0.571099 6:-0.788026 7:-0.379905 8:-0.609524 9:0.227723 10:-0.119497 
3 1:-0.629438 2:-0.880495 3:-0.914642 4:-0.953448 5:-0.586686 6:-0.892857 7:-0.377069 8:-0.590476 9:0.306931 10:-0.194969 
3 1:-0.695176 2:-0.902637 3:-0.927003 4:-0.976084 5:-0.586125 6:-0.900085 7:-0.37845 8:-0.790476 9:0.306931 10:-0.18239 
3 1:-0.700842 2:-0.894261 3:-0.893422 4:-0.992068 5:-0.585829 6:-0.904364 7:-0.378719 8:1 9:0.306931 10:-0.169811 
3 1:-0.510224 2:-0.821946 3:-0.842307 4:-0.960491 5:-0.586906 6:-0.892175 7:-0.377542 8:0.885714 9:0.326733 10:-0.157233 
-3 1:-0.433144 2:-0.521759 3:-0.824792 4:-0.891805 5:-0.57957 6:-0.842615 7:-0.378155 8:0.952381 9:0.306931 10:-0.169811 
-3 1:-0.314686 2:-0.399506 3:-0.776385 4:-0.844822 5:-0.573769 6:-0.803269 7:-0.377708 8:0.92381 9:0.306931 10:-0.169811 
3 1:-0.890528 2:-0.958006 3:-0.948445 4:-0.999733 5:-0.585735 6:-0.906617 7:-0.378762 8:-0.219048 9:0.267327 10:-0.119497 
3 1:-0.941379 2:-0.970805 3:-0.979975 4:-0.999902 5:-0.585735 6:-0.906648 7:-0.378763 8:-0.428571 9:0.247525 10:-0.106918 
-3 1:-0.273341 2:-0.421333 3:-0.396315 4:-0.616481 5:-0.509302 6:-0.653777 7:-0.375386 8:-0.72381 9:0.346535 10:-0.169811 
-3 1:-0.385514 2:-0.481927 3:-0.913678 4:-0.95381 5:-0.584527 6:-0.877813 7:-0.378821 8:0.8 9:0.346535 10:-0.169811 
-3 1:-0.743579 2:-0.803649 3:-0.99289 4:-0.9979 5:-0.585732 6:-0.905835 7:-0.378763 8:0.0952381 9:0.049505 10:-0.0566038 
3 1:-0.756301 2:-0.90584 3:-0.915737 4:-0.993948 5:-0.585709 6:-0.905763 7:-0.37865 8:0.380952 9:0.386139 10:-0.144654 
3 1:-0.715646 2:-0.887185 3:-0.880493 4:-0.994856 5:-0.585683 6:-0.906998 7:-0.378779 8:1 9:0.306931 10:-0.169811 
3 1:-0.720753 2:-0.884613 3:-0.886508 4:-0.993129 5:-0.585656 6:-0.906952 7:-0.378786 8:-0.657143 9:0.326733 10:-0.245283 
-3 1:-0.176312 2:-0.569955 3:-0.739408 4:-0.907285 5:-0.582818 6:-0.895597 7:-0.367116 8:-0.047619 9:0.386139 10:-0.144654 
-3 1:-0.0206123 2:-0.28123 3:-0.90733 4:-0.445626 5:-0.537415 6:-0.614135 7:-0.335465 8:0.619048 9:0.306931 10:-0.144654 
3 1:-0.400653 2:-0.769027 3:-0.86674 4:-0.810655 5:-0.580555 6:-0.836468 7:-0.353425 8:-0.619048 9:0.346535 10:-0.232704 
3 1:-0.83646 2:-0.937405 3:-0.917471 4:-0.997398 5:-0.58574 6:-0.906646 7:-0.378729 8:0.933333 9:0.306931 10:-0.169811 
3 1:-0.744472 2:-0.892079 3:-0.882559 4:-0.998285 5:-0.585734 6:-0.907088 7:-0.378785 8:0.885714 9:0.306931 10:-0.157233 
-3 1:-0.467328 2:-0.542609 3:-0.927333 4:-0.954078 5:-0.584636 6:-0.879714 7:-0.378797 8:0.304762 9:0.306931 10:-0.18239 
-3 1:-0.609396 2:-0.674835 3:-0.98897 4:-0.995411 5:-0.585722 6:-0.904533 7:-0.378769 8:0.67619 9:0.386139 10:-0.144654 
3 1:-0.545076 2:-0.962826 3:-0.812344 4:-0.990778 5:-0.585581 6:-0.907503 7:-0.378846 8:0.914286 9:0.326733 10:-0.169811 
3 1:-0.627498 2:-0.943817 3:-0.496499 4:-0.993664 5:-0.585875 6:-0.905315 7:-0.378656 8:0.504762 9:0.227723 10:-0.157233 
-3 1:-0.41995 2:-0.491641 3:-0.922952 4:-0.948888 5:-0.584406 6:-0.875034 7:-0.378745 8:-0.0666667 9:0.267327 10:-0.119497 
-3 1:-0.29008 2:-0.358941 3:-0.900738 4:-0.934882 5:-0.583567 6:-0.861542 7:-0.3789 8:0.790476 9:0.326733 10:-0.169811 
-3 1:-0.404187 2:-0.472922 3:-0.938656 4:-0.957934 5:-0.58485 6:-0.880156 7:-0.37878 8:0.847619 9:-0.841584 10:-0.106918 
-3 1:-0.271752 2:-0.332981 3:-0.892914 4:-0.920248 5:-0.582682 6:-0.850316 7:-0.378892 8:-0.0571429 9:0.346535 10:-0.144654 
3 1:-0.645837 2:-0.86255 3:-0.826523 4:-0.997783 5:-0.585719 6:-0.906599 7:-0.378746 8:0.904762 9:0.306931 10:-0.169811 
3 1:-0.766509 2:-0.914545 3:-0.892305 4:-0.999196 5:-0.585733 6:-0.9066 7:-0.378759 8:-0.266667 9:0.128713 10:-0.0314465 
-3 1:-0.715071 2:-0.773703 3:-0.995887 4:-0.999169 5:-0.585735 6:-0.906338 7:-0.378762 8:0.914286 9:0.306931 10:-0.169811 
3 1:-0.706808 2:-0.872639 3:-0.888462 4:-0.994633 5:-0.58572 6:-0.905856 7:-0.378646 8:0.895238 9:0.326733 10:-0.169811 
3 1:-0.96689 2:-0.982921 3:-0.962586 4:-0.999859 5:-0.585735 6:-0.906617 7:-0.378763 8:0.914286 9:0.306931 10:-0.169811 
-3 1:-0.765665 2:-0.817062 3:-0.991596 4:-0.998267 5:-0.585733 6:-0.906134 7:-0.378759 8:0.961905 9:0.306931 10:-0.169811 
-3 1:-0.299 2:-0.366659 3:-0.812444 4:-0.850778 5:-0.575403 6:-0.804945 7:-0.379755 8:0.857143 9:0.306931 10:-0.157233 
3 1:-0.675945 2:-0.878606 3:-0.888332 4:-0.996397 5:-0.585726 6:-0.905973 7:-0.378699 8:-0.247619 9:0.306931 10:-0.119497 
3 1:-0.607461 2:-0.834927 3:-0.802465 4:-0.991071 5:-0.585584 6:-0.907446 7:-0.378841 8:-0.2 9:-0.168317 10:0.54717 
3 1:-0.744581 2:-0.909895 3:-0.86919 4:-0.998422 5:-0.585733 6:-0.906993 7:-0.378783 8:-0.495238 9:0.326733 10:-0.18239 
-3 1:-0.334444 2:-0.398307 3:-0.87557 4:-0.903069 5:-0.581325 6:-0.841483 7:-0.378853 8:0.980952 9:0.306931 10:-0.169811 
-3 1:-0.6445 2:-0.714174 3:-0.997283 4:-0.999905 5:-0.585735 6:-0.906591 7:-0.378763 8:0.504762 9:0.445545 10:-0.119497 
-3 1:-0.37694 2:-0.448533 3:-0.972901 4:-0.979978 5:-0.585542 6:-0.893828 7:-0.378772 8:-0.695238 9:0.346535 10:-0.18239 
3 1:-0.904357 2:-0.953714 3:-0.937433 4:-0.998824 5:-0.585731 6:-0.906438 7:-0.378759 8:0.752381 9:0.326733 10:-0.169811 
3 1:-0.823612 2:-0.920583 3:-0.888816 4:-0.99851 5:-0.585737 6:-0.906593 7:-0.378745 8:-0.761905 9:0.287129 10:-0.157233 
-3 1:-0.438092 2:-0.509039 3:-0.988935 4:-0.991209 5:-0.585699 6:-0.901362 7:-0.378764 8:-0.114286 9:0.267327 10:-0.194969 
3 1:-0.880287 2:-0.957705 3:-0.962139 4:-0.999878 5:-0.585735 6:-0.906652 7:-0.378763 8:0.933333 9:0.306931 10:-0.169811 
-3 1:-0.427128 2:-0.669965 3:-0.791923 4:-0.997782 5:-0.585754 6:-0.907455 7:-0.378748 8:0.87619 9:0.326733 10:-0.169811 
-3 1:-0.131 2:-0.226548 3:-0.976551 4:-0.89701 5:-0.583706 6:-0.828428 7:-0.377582 8:0.838095 9:0.326733 10:-0.169811 
3 1:-0.685429 2:-0.88041 3:-0.86624 4:-0.997951 5:-0.585721 6:-0.906775 7:-0.378759 8:0.828571 9:0.326733 10:-0.169811 
3 1:-0.72838 2:-0.904478 3:-0.857505 4:-0.993804 5:-0.585715 6:-0.905721 7:-0.378598 8:0.371429 9:0.306931 10:-0.169811 
-3 1:-0.530201 2:-0.610531 3:-0.886675 4:-0.931592 5:-0.58324 6:-0.869576 7:-0.378849 8:-0.0285714 9:0.405941 10:-0.169811 
-3 1:-0.43487 2:-0.518184 3:-0.841031 4:-0.893065 5:-0.579959 6:-0.842253 7:-0.378797 8:-0.466667 9:0.267327 10:-0.144654 
3 1:-0.688355 2:-0.957707 3:-0.924746 4:-0.941327 5:-0.585213 6:-0.91673 7:-0.375345 8:-0.304762 9:0.207921 10:-0.106918 
3 1:-0.897563 2:-0.96434 3:-0.937533 4:-0.999697 5:-0.585735 6:-0.906656 7:-0.378763 8:0.809524 9:0.425743 10:-0.144654 
-3 1:-0.473311 2:-0.830873 3:-0.504041 4:-0.871518 5:-0.580039 6:-0.949922 7:-0.405971 8:-0.238095 9:0.207921 10:-0.106918 
-3 1:-0.445554 2:-0.52031 3:-0.965536 4:-0.976259 5:-0.585454 6:-0.892543 7:-0.378724 8:-0.542857 9:0.326733 10:-0.119497 
3 1:-0.970375 2:-0.980747 3:-0.9913 4:-0.999781 5:-0.585735 6:-0.906606 7:-0.378763 8:0.980952 9:0.306931 10:-0.169811 
3 1:-0.913228 2:-0.961588 3:-0.972594 4:-0.999467 5:-0.585736 6:-0.90654 7:-0.378763 8:0.895238 9:0.445545 10:-0.220126 
-3 1:-0.527045 2:-0.595499 3:-0.960377 4:-0.973648 5:-0.585384 6:-0.892263 7:-0.378832 8:0.857143 9:0.445545 10:-0.220126 
3 1:-0.975229 2:-0.983709 3:-0.977225 4:-0.999973 5:-0.585735 6:-0.906634 7:-0.378763 8:0.590476 9:0.544554 10:-0.220126 
3 1:-0.95019 2:-0.967537 3:-0.975921 4:-0.999884 5:-0.585735 6:-0.90662 7:-0.378763 8:-0.838095 9:0.386139 10:-0.194969 
-3 1:-0.459208 2:-0.535228 3:-0.935146 4:-0.946274 5:-0.584421 6:-0.874895 7:-0.378714 8:0.466667 9:0.60396 10:-0.245283 
-3 1:-0.35281 2:-0.426852 3:-0.888881 4:-0.90282 5:-0.581552 6:-0.842895 7:-0.378602 8:-0.495238 9:0.247525 10:-0.119497 
-3 1:0.468512 2:0.388108 3:-0.601472 4:-0.806117 5:-0.566142 6:-0.754976 7:-0.354832 8:-0.428571 9:0.227723 10:-0.0566038 
-3 1:0.589961 2:1 3:-0.72998 4:-0.747236 5:-0.558562 6:-0.617 7:-0.385828 8:0.190476 9:0.306931 10:-0.194969 
3 1:1 2:-0.311721 3:-0.417229 4:0.390812 5:-0.671528 6:-0.835574 7:0.765073 8:0.857143 9:0.326733 10:-0.18239 
-3 1:0.225229 2:0.0941278 3:-0.857035 4:-0.932808 5:-0.583107 6:-0.850709 7:-0.37713 8:0.67619 9:0.346535 10:-0.18239 
-3 1:-0.051887 2:-0.156511 3:-0.00447612 4:-0.0823052 5:-0.222388 6:-0.178554 7:-0.388358 8:0.914286 9:0.306931 10:-0.169811 
-3 1:0.407864 2:0.312233 3:1 4:0.942358 5:1 6:1 7:-0.434285 8:0.866667 9:0.306931 10:-0.157233 
-3 1:-0.102793 2:-0.216965 3:-0.255917 4:-0.422938 5:-0.429088 6:-0.466814 7:-0.379251 8:0.885714 9:0.287129 10:-0.157233 
-3 1:0.032628 2:-0.0774461 3:-0.0001293 4:-0.0639581 5:-0.210595 6:-0.135417 7:-0.378701 8:-0.961905 9:0.326733 10:-0.169811 
3 1:0.392539 2:-0.274619 3:-0.375651 4:-0.729289 5:-0.60798 6:-0.727954 7:-0.288468 8:0.942857 9:0.306931 10:-0.169811 
3 1:0.603615 2:-0.4937 3:-0.91994 4:1 5:-0.83983 6:0.3143 7:0.0974668 8:-0.714286 9:0.326733 10:-0.283019 
-3 1:-0.0448244 2:-0.451909 3:-0.823977 4:-0.780649 5:-0.569895 6:-1 7:-0.360335 8:0.504762 9:0.287129 10:-0.194969 
-3 1:-0.240938 2:-0.336537 3:-0.492223 4:-0.626457 5:-0.518361 6:-0.643475 7:-0.382527 8:-0.542857 9:0.326733 10:-0.119497 
3 1:0.742822 2:-0.303397 3:-0.179187 4:0.436633 5:-0.779189 6:0.103335 7:1 8:-0.904762 9:0.306931 10:-0.18239 
-3 1:-0.284453 2:-0.346255 3:-0.902528 4:-0.92949 5:-0.583314 6:-0.857276 7:-0.37868 8:0.761905 9:0.306931 10:-0.157233 
-3 1:-0.199335 2:-0.69011 3:-0.55739 4:-0.853077 5:-0.586997 6:-0.966602 7:-0.413352 8:0.828571 9:0.287129 10:-0.157233 
-3 1:-0.207647 2:-0.740541 3:-0.55651 4:-0.832303 5:-0.583573 6:-0.976719 7:-0.420847 8:0.866667 9:0.287129 10:-0.144654 
-3 1:-0.306035 2:-0.414684 3:-0.515328 4:-0.688941 5:-0.53578 6:-0.701121 7:-0.372472 8:0.761905 9:0.346535 10:-0.169811 
