id,owner_id,name,breed,petType,imageUrl,dob,gender,sex,created,updated,status,timezone
2725,1840,Arlo,Terrier Mix,Dog,NULL,2012-03-31 00:00:00,1,Neutered Male,2015-07-16 21:57:37,NULL,3,NULL
2726,1841,DIEGO,Cavalier King Charles Spaniel,Dog,NULL,2008-09-27 00:00:00,1,Intact Male,2015-07-17 12:03:29,2015-07-27 10:16:32,3,NULL
2727,1842,Batman,DSH,Cat,NULL,2010-07-09 00:00:00,1,Neutered Male,2015-07-17 18:37:13,NULL,3,NULL
2728,1843,Gracie,Poodle,Dog,NULL,2009-08-31 00:00:00,0,Spayed Female,2015-07-17 18:38:23,NULL,3,NULL
2729,1844,Rocco,French Bulldog,Dog,NULL,2011-08-13 00:00:00,1,Neutered Male,2015-07-17 18:40:30,NULL,3,NULL
2730,1845,Boots,DSH,Cat,NULL,2007-06-19 00:00:00,0,Spayed Female,2015-07-18 13:24:35,NULL,3,NULL
2731,1846,Lilly,French Bulldog,Dog,NULL,2014-10-29 00:00:00,0,Spayed Female,2015-07-18 13:26:01,NULL,3,NULL
2732,1847,Diesel,Labrador Retriever Mixed,Dog,NULL,2007-04-24 00:00:00,1,Intact Male,2015-07-18 13:26:50,NULL,3,NULL
2733,1848,Trixie,Miniature Schnauzer,Dog,NULL,2008-06-04 00:00:00,0,Spayed Female,2015-07-18 13:28:24,NULL,3,NULL
2734,1849,Lexi,Miniature Schnauzer,Dog,NULL,2008-12-06 00:00:00,0,Spayed Female,2015-07-18 13:28:47,NULL,3,NULL
2735,1850,Zoe,Standard Schnauzer,Dog,NULL,2009-12-04 00:00:00,0,Spayed Female,2015-07-18 13:29:03,NULL,3,NULL
2736,1851,Olivia,German Shepherd mix,Dog,NULL,2014-03-10 00:00:00,0,Spayed Female,2015-07-18 13:38:26,2015-07-31 16:59:13,5,NULL
2737,1852,Korra,DSH,Cat,NULL,2013-09-02 00:00:00,0,Spayed Female,2015-07-18 14:15:58,NULL,3,NULL
2738,1853,Korra,DSH,Cat,NULL,2013-09-02 00:00:00,0,Spayed Female,2015-07-18 14:15:58,NULL,3,NULL
2739,1854,Junior,Australian Shepherd,Dog,NULL,2015-05-18 00:00:00,1,Intact Male,2015-07-18 14:40:59,NULL,3,NULL
2740,1855,Oreo,Maltese,Dog,NULL,2011-02-20 00:00:00,1,Neutered Male,2015-07-20 13:17:42,NULL,3,NULL
2741,1856,Sparky,Beagle,Dog,NULL,2007-07-29 00:00:00,1,Neutered Male,2015-07-20 13:19:07,NULL,3,NULL
2742,1857,Lucy,Bluetick Coonhound,Dog,NULL,2005-07-25 00:00:00,0,Spayed Female,2015-07-20 13:21:20,NULL,3,NULL
2743,1858,Luna,Labrador Retriever,Dog,NULL,2013-12-02 00:00:00,0,Intact Female,2015-07-20 13:22:39,NULL,3,NULL
2744,1859,Coco,Dsh,Cat,NULL,2013-08-16 00:00:00,0,Spayed Female,2015-07-20 13:23:21,NULL,3,NULL
2745,1860,Gunnar,Labrador Retriever,Dog,NULL,2011-02-04 00:00:00,1,Intact Male,2015-07-20 13:24:10,NULL,3,NULL
2746,1861,Koda,Labrador Retriever Mixed,Dog,NULL,2003-09-19 00:00:00,0,Spayed Female,2015-07-20 13:33:31,NULL,3,NULL
2747,1862,Samson,Golden Retriever,Dog,NULL,2010-05-17 00:00:00,1,Neutered Male,2015-07-20 15:58:21,NULL,3,NULL
2748,1863,Teddy Bear,Labrador Retriever Mixed,Dog,NULL,2006-01-16 00:00:00,1,Neutered Male,2015-07-20 17:50:29,NULL,3,NULL
2749,1864,Sophie,Mix,Dog,NULL,2005-06-21 00:00:00,0,Spayed Female,2015-07-20 18:07:32,NULL,3,NULL
2750,1865,Bullet,Chihuahua Mixed,Dog,NULL,2013-05-26 00:00:00,1,Neutered Male,2015-07-20 18:08:12,NULL,3,NULL
2751,1866,Sam,Labrador Retriever Mixed,Dog,NULL,2009-04-25 00:00:00,1,Neutered Male,2015-07-20 18:26:06,NULL,3,NULL
2752,1867,Domino,Poodle,Dog,//s3.amazonaws.com/petpace.images.pet/ece9fd57c97033965ccae369d4f431e3,2008-02-29 00:00:00,1,Neutered Male,2015-07-20 19:39:24,2016-04-13 15:00:19,3,America/New_York
2753,1868,Isabella,Labradoodle,Dog,NULL,2007-01-15 00:00:00,0,Spayed Female,2015-07-20 20:03:52,2015-07-21 15:46:26,3,NULL
2754,1869,Olive,Pointer Mixed,Dog,NULL,2010-07-11 00:00:00,0,Spayed Female,2015-07-20 20:16:35,NULL,3,NULL
2755,1870,DEXTER,Beauceron,Dog,NULL,2008-04-01 00:00:00,1,Intact Male,2015-07-21 07:08:38,2016-04-13 15:00:19,3,Europe/Paris
2756,204,Whisker,Delia Cactus,Cat,NULL,2011-07-21 00:00:00,0,Intact Female,2015-07-21 12:29:28,2015-07-21 12:31:24,5,NULL
2757,204,Whiskers,Felis catus,Dog,NULL,2012-01-01 00:00:00,0,Intact Female,2015-07-21 12:34:47,2015-07-21 12:40:43,5,NULL
2758,NULL,Fido,Bulldog,Dog,//s3.amazonaws.com/petpace.images.pet/dd664a10e83555868b3ade87dd797468,2014-10-15 00:00:00,1,Intact Male,2015-07-21 12:48:49,2015-07-21 13:03:45,5,NULL
2759,204,Whiskers,Aa,Cat,NULL,2014-07-21 00:00:00,0,Intact Female,2015-07-21 13:02:23,2015-07-21 13:04:10,5,NULL
2760,1875,Fido,Poodle ,Dog,//s3.amazonaws.com/petpace.images.pet/982112c86382f6b26cd1e58b74e86788,2013-06-21 00:00:00,1,Intact Male,2015-07-21 13:36:49,2015-08-05 07:47:36,5,NULL
2761,1875,Whisker,Aa,Cat,//s3.amazonaws.com/petpace.images.pet/9346dffa1b6b366dc87aa6870a230e36,2014-06-21 00:00:00,0,Intact Female,2015-07-21 13:38:25,2015-08-05 07:47:23,5,NULL
2762,NULL,Luna,Doberman Pinscher,Dog,NULL,2010-05-01 00:00:00,0,Spayed Female,2015-07-21 15:20:03,NULL,3,NULL
2763,1876,Luke,Chesapeake Bay Retriever,Dog,NULL,2003-11-02 00:00:00,1,Neutered Male,2015-07-21 15:50:22,NULL,3,NULL
2764,1877,Kody Blue,Shetland Sheepdog,Dog,NULL,2004-11-03 00:00:00,1,Intact Male,2015-07-21 16:01:31,NULL,3,NULL
2765,1878,Zoey,American Pit Bull Terrier Mixed,Dog,NULL,2011-04-03 00:00:00,0,Spayed Female,2015-07-21 16:02:26,NULL,3,NULL
2766,1879,Abby,Yorkshire Terrier,Dog,NULL,2015-03-20 00:00:00,0,Intact Female,2015-07-21 16:03:19,NULL,3,NULL
2767,1880,Bronn,German Shepherd Dog Mixed,Dog,NULL,2014-04-01 00:00:00,1,Intact Male,2015-07-21 16:04:00,NULL,3,NULL
2768,1881,Babe,DSH,Cat,NULL,2014-03-04 00:00:00,0,Spayed Female,2015-07-21 16:04:45,NULL,3,NULL
2769,1882,Jack,Jack Russell Terrier,Dog,NULL,2008-03-25 00:00:00,1,Neutered Male,2015-07-21 16:06:14,NULL,3,NULL
2770,1883,Buster,DSH,Cat,NULL,2003-04-16 00:00:00,1,Neutered Male,2015-07-21 16:07:08,NULL,3,NULL
2771,1884,Lady,Labrador Retriever,Dog,NULL,2012-07-17 00:00:00,0,Spayed Female,2015-07-21 17:36:59,2016-04-13 15:00:25,3,America/New_York
2772,1885,Shadow,DMH,Cat,NULL,2010-06-30 00:00:00,1,Neutered Male,2015-07-21 19:22:20,NULL,3,NULL
2773,1886,Sandy,Golden Doodle,Dog,NULL,2001-12-02 00:00:00,0,Spayed Female,2015-07-21 19:35:48,NULL,3,NULL
2774,1887,Louise,German Shepherd Dog,Dog,NULL,2002-04-02 00:00:00,0,Spayed Female,2015-07-21 20:09:46,NULL,3,NULL
2775,1888,Luke,Dachshund Mixed,Dog,NULL,2014-07-21 00:00:00,1,Intact Male,2015-07-21 20:10:37,NULL,3,NULL
2776,NULL,erin,Labrador Retriever,Dog,NULL,2009-01-01 00:00:00,0,Intact Female,2015-07-21 20:23:41,NULL,3,NULL
2777,1889,Dixie,Mixed Breed,Dog,NULL,2010-06-16 00:00:00,0,Spayed Female,2015-07-21 20:50:05,NULL,3,NULL
2778,1890,Lola,Bulldog,Dog,NULL,2008-11-02 00:00:00,0,Spayed Female,2015-07-22 14:43:06,NULL,3,NULL
2779,1891,Pratt,English Springer Spaniel,Dog,NULL,2003-10-26 00:00:00,1,Neutered Male,2015-07-22 14:45:05,NULL,3,NULL
2780,1892,Levi,Labrador Retriever Mixed,Dog,NULL,2015-04-08 00:00:00,1,Intact Male,2015-07-22 14:45:20,NULL,3,NULL
2781,1893,Lucy,DSH,Cat,NULL,2003-07-01 00:00:00,0,Spayed Female,2015-07-22 14:46:36,NULL,3,NULL
2782,1894,Jake,Labrador Retriever,Dog,NULL,2007-07-21 00:00:00,1,Neutered Male,2015-07-22 14:47:37,NULL,3,NULL
2783,1895,Sophie,Shih Tzu,Dog,NULL,2008-12-01 00:00:00,0,Intact Female,2015-07-22 14:49:37,NULL,3,NULL
2784,1896,Tess,Golden Doodle,Dog,NULL,2012-05-21 00:00:00,0,Spayed Female,2015-07-22 19:07:50,NULL,3,NULL
2785,1897,Zoe,dsh,Cat,NULL,2005-07-24 00:00:00,0,Spayed Female,2015-07-22 20:05:40,NULL,3,NULL
2786,725,Cookie,mix,Dog,NULL,2015-07-23 00:00:00,1,Intact Male,2015-07-23 10:30:00,2015-07-30 15:39:23,3,NULL
2787,1901,Figaro,Siameese,Cat,NULL,2001-03-05 00:00:00,0,Spayed Female,2015-07-23 13:44:00,NULL,3,NULL
2788,1902,Cita,Weimaraner Mixed,Dog,NULL,2003-04-22 00:00:00,0,Spayed Female,2015-07-23 14:03:18,NULL,3,NULL
2789,1903,Meatball,Old English Bulldog,Dog,NULL,2015-04-09 00:00:00,1,Intact Male,2015-07-23 14:37:36,NULL,3,NULL
2790,1904,Max,Pomeranian,Dog,NULL,2008-04-15 00:00:00,1,Neutered Male,2015-07-23 14:58:49,NULL,3,NULL
2791,1905,Batista,Pomeranian Mixed,Dog,NULL,2007-02-15 00:00:00,1,Neutered Male,2015-07-23 14:59:18,NULL,3,NULL
2792,1906,Rosey,Dachshund,Dog,NULL,2005-05-27 00:00:00,0,Spayed Female,2015-07-23 14:59:48,NULL,3,NULL
2793,1907,Blue,Dachshund,Dog,NULL,2001-07-22 00:00:00,1,Intact Male,2015-07-23 21:35:37,2015-08-14 18:12:33,3,NULL
2794,1899,Leo,Boxer,Dog,//s3.amazonaws.com/petpace.images.pet/f56d448666de524be869404dce106444,2008-05-20 00:00:00,1,Neutered Male,2015-07-24 00:03:51,2016-04-13 15:00:28,3,America/Chicago
2795,1908,Alex,dsh,Cat,NULL,2008-07-25 00:00:00,1,Neutered Male,2015-07-24 13:32:04,NULL,3,NULL
2796,1909,Hunter,Dachshund,Dog,NULL,2007-06-17 00:00:00,1,Neutered Male,2015-07-24 13:52:07,NULL,3,NULL
2797,1910,Nala,Dachshund,Dog,NULL,2015-05-01 00:00:00,0,Intact Female,2015-07-24 14:21:02,NULL,3,NULL
2798,1911,Cleopatra,Doberman Pinscher,Dog,NULL,2007-12-27 00:00:00,0,Spayed Female,2015-07-24 14:25:09,NULL,3,NULL
2799,1912,Chloe,Jack Russell Terrier Mixed,Dog,NULL,2008-12-03 00:00:00,0,Spayed Female,2015-07-24 14:26:41,NULL,3,NULL
2800,1913,Pancake,DSH,Cat,NULL,2015-04-14 00:00:00,1,Intact Male,2015-07-24 14:28:15,NULL,3,NULL
2801,1914,Greta,DSH,Cat,NULL,1999-01-21 00:00:00,0,Spayed Female,2015-07-24 14:30:00,NULL,3,NULL
2802,1915,Rufus,Australian Shepherd Mixed,Dog,NULL,2004-02-24 00:00:00,1,Neutered Male,2015-07-24 14:31:42,NULL,3,NULL
2803,1916,Rooney,Basset Hound,Dog,NULL,2006-06-08 00:00:00,1,Intact Male,2015-07-24 14:33:59,2015-07-24 14:34:14,3,NULL
2804,1917,Fitz,Basset Hound,Dog,NULL,2006-06-09 00:00:00,1,Intact Male,2015-07-24 14:35:36,NULL,3,NULL
2805,1918,Jake,Leonberger,Dog,NULL,2013-02-25 00:00:00,1,Intact Male,2015-07-24 14:39:11,NULL,3,NULL
2806,1919,Vitya,Siberian Husky,Dog,NULL,2002-09-18 00:00:00,1,Intact Male,2015-07-24 14:53:24,NULL,3,NULL
2807,1920,Nitro,American Pit Bull Terrier,Dog,NULL,2009-07-01 00:00:00,1,Neutered Male,2015-07-24 19:02:35,NULL,3,NULL
2808,1921,Charlie,Bichon-poodle x,Dog,NULL,2007-12-01 00:00:00,1,Neutered Male,2015-07-24 20:06:37,2015-08-03 06:15:00,3,NULL
2809,1922,Leo,Boxer Mixed,Dog,NULL,2015-01-26 00:00:00,1,Intact Male,2015-07-25 13:18:48,NULL,3,NULL
2810,1923,Chip,Labrador Retriever,Dog,NULL,2006-07-03 00:00:00,1,Neutered Male,2015-07-25 13:40:10,NULL,3,NULL
2811,1924,Ginger,Labrador Retriever,Dog,NULL,2007-03-05 00:00:00,0,Spayed Female,2015-07-25 14:04:45,NULL,3,NULL
2812,1925,Tonka-Marie,Boxer Mixed,Dog,//s3.amazonaws.com/petpace.images.pet/92bc36ca26cdd2a91551d9e8fb761b87,2006-11-17 00:00:00,0,Spayed Female,2015-07-26 20:58:06,2016-04-13 15:00:25,3,America/Chicago
2813,1927,petpace,mix,Dog,NULL,2015-06-10 00:00:00,1,Neutered Male,2015-07-27 10:23:07,2015-07-27 10:25:39,5,NULL
2814,1927,blabla,mix,Dog,NULL,2015-07-06 00:00:00,1,Neutered Male,2015-07-27 10:25:01,2015-07-27 10:25:20,5,NULL
2815,1927,petpace,mix,Dog,NULL,2015-06-30 00:00:00,1,Neutered Male,2015-07-27 10:26:07,2015-07-27 10:27:18,5,NULL
2816,1928,Mobius,Dalmatian Mixed,Dog,NULL,2013-07-24 00:00:00,1,Neutered Male,2015-07-27 15:03:57,NULL,3,NULL
2817,1929,Pablo,Boxer,Dog,NULL,2010-08-12 00:00:00,1,Neutered Male,2015-07-27 15:19:46,NULL,3,NULL
2818,1930,Chloe,Labrador Retriever Mixed,Dog,NULL,2010-08-12 00:00:00,0,Spayed Female,2015-07-27 15:47:53,NULL,3,NULL
2819,1931,Wulber,Scottish Terrier,Dog,NULL,2008-04-15 00:00:00,1,Neutered Male,2015-07-27 17:57:09,2015-07-27 19:09:16,3,NULL
2820,1932,Slide,Alaskan Malamute,Dog,//s3.amazonaws.com/petpace.images.pet/71c51d544714b702c211bbd8f91f64d7,2010-04-19 00:00:00,1,Intact Male,2015-07-27 18:26:47,2016-04-13 15:00:24,3,Asia/Jerusalem
2821,1933,Oso,Pomeranian,Dog,NULL,2010-10-01 00:00:00,1,Intact Male,2015-07-27 18:48:53,NULL,3,NULL
2822,1934,Mac,Fox Terrier (Smooth),Dog,NULL,2002-09-29 00:00:00,1,Neutered Male,2015-07-27 18:49:07,2015-07-28 12:18:59,3,NULL
2828,1935,Pippa,Labrador Retriever,Dog,NULL,2006-03-23 00:00:00,0,Spayed Female,2015-07-28 06:19:47,2016-04-13 15:00:24,3,Asia/Jerusalem
2829,NULL,Nutter,Domestic Longhair*,Dog,NULL,2006-06-18 00:00:00,1,Neutered Male,2015-07-28 07:05:19,NULL,3,NULL
2830,1938,Tally,Mix,Dog,NULL,2014-03-04 00:00:00,0,Intact Female,2015-07-28 12:17:22,NULL,3,NULL
2831,1939,Lucy,Labrador Retriever Mixed,Dog,NULL,2014-08-02 00:00:00,0,Intact Female,2015-07-28 12:19:39,NULL,3,NULL
2832,1940,Ruby,Mix,Dog,NULL,2015-04-28 00:00:00,0,Intact Female,2015-07-28 12:20:03,NULL,3,NULL
2833,1941,ChiChi,Chihuahua,Dog,NULL,2011-05-01 00:00:00,0,Spayed Female,2015-07-28 12:20:36,NULL,3,NULL
2834,1942,Jack,Chihuahua,Dog,NULL,2010-06-20 00:00:00,1,Neutered Male,2015-07-28 12:21:04,2015-07-29 19:08:40,3,NULL
2835,1943,Natalia,mix,Dog,NULL,2014-03-04 00:00:00,0,Intact Female,2015-07-28 12:46:32,NULL,3,NULL
2836,1944,Chance,American Cocker Spaniel Mixed,Dog,NULL,2001-07-06 00:00:00,1,Neutered Male,2015-07-28 12:56:22,NULL,3,NULL
2837,1945,Oliver,Maltese Mixed,Dog,NULL,2006-03-22 00:00:00,1,Neutered Male,2015-07-28 12:57:20,NULL,3,NULL
2838,1946,Hope,Labrador Retriever Mixed,Dog,NULL,2014-03-25 00:00:00,0,Spayed Female,2015-07-28 15:44:57,NULL,3,NULL
2839,1947,Lilo,Great Dane Mixed,Dog,NULL,2015-02-01 00:00:00,0,Spayed Female,2015-07-28 17:55:34,NULL,3,NULL
2840,1948,Chi Chi,Chihuahua,Dog,NULL,2011-05-01 00:00:00,0,Spayed Female,2015-07-28 18:25:33,NULL,3,NULL
2841,1953,Little Bit,Feist,Dog,NULL,2007-07-01 00:00:00,0,Spayed Female,2015-07-28 18:55:55,NULL,3,NULL
2842,1954,Freddy,Terr,Dog,NULL,2008-02-01 00:00:00,1,Neutered Male,2015-07-28 18:57:27,NULL,3,NULL
2843,1952,Kovu,Labrador Retriever Mixed,Dog,//s3.amazonaws.com/petpace.images.pet/e496bd80188f70b1a9cf3f56492793c8,2007-08-03 00:00:00,1,Neutered Male,2015-07-28 19:46:17,2016-04-13 15:00:28,3,America/New_York
2844,1952,Loving,Lab Mix,Dog,NULL,2007-08-07 00:00:00,1,Neutered Male,2015-07-28 19:49:11,2015-07-29 20:45:19,5,NULL
2845,1955,Jack,Chihuahua,Dog,NULL,2010-06-19 00:00:00,1,Neutered Male,2015-07-28 19:53:36,2015-07-28 20:45:50,3,NULL
2846,1952,Kiara ,Doberman Pinscher,Dog,//s3.amazonaws.com/petpace.images.pet/78dd7f05ac3096178eece5cb59513237,2010-09-04 00:00:00,0,Spayed Female,2015-07-28 19:54:47,2016-04-13 15:00:28,3,America/New_York
2847,1956,Gracie,Weimaraner,Dog,NULL,2012-07-11 00:00:00,0,Spayed Female,2015-07-28 20:25:34,NULL,3,NULL
2848,1957,Bruiser,Beagle Mixed,Dog,NULL,2013-04-19 00:00:00,1,Neutered Male,2015-07-28 20:27:19,NULL,3,NULL
2849,1958,Dax,Chihuahua,Dog,NULL,2013-05-04 00:00:00,1,Neutered Male,2015-07-28 20:36:32,NULL,3,NULL
2850,1959,Abby,Shetland Sheepdog,Dog,NULL,2004-05-09 00:00:00,0,Spayed Female,2015-07-28 20:37:18,NULL,3,NULL
2851,1961,Lobo,Miniature Pinscher,Dog,//s3.amazonaws.com/petpace.images.pet/984b7da6e06182fb513d401fa34977fb,2010-06-10 00:00:00,1,Neutered Male,2015-07-29 11:36:24,2016-04-13 15:00:13,3,America/New_York
2852,1564,Lloyd,DMH,Cat,//s3.amazonaws.com/petpace.images.pet/d36cbb72e8ee96f03b00b0647595e33e,2010-06-28 00:00:00,0,Spayed Female,2015-07-29 14:14:16,2016-06-07 15:00:03,3,America/New_York
2853,1963,Tommy,Alaskan Malamute,Dog,//s3.amazonaws.com/petpace.images.pet/159e3137dc77e2c37cca338ef15d17ec,2014-01-23 00:00:00,1,Intact Male,2015-07-29 16:03:54,2015-07-29 16:05:04,3,NULL
2854,1964,Oreo,bichon,Dog,NULL,2011-10-06 00:00:00,0,Spayed Female,2015-07-29 16:40:20,2015-09-22 14:42:07,5,NULL
2855,899,King George,Old English Bulldog,Dog,NULL,2009-05-01 00:00:00,1,Intact Male,2015-07-29 18:15:10,2015-08-03 06:13:35,3,NULL
2856,1965,Drova,Boxer,Dog,NULL,2010-11-25 00:00:00,0,Spayed Female,2015-07-29 18:28:31,NULL,3,NULL
2857,1966,Drova,Boxer,Dog,NULL,2010-11-25 00:00:00,0,Spayed Female,2015-07-29 18:30:30,NULL,3,NULL
2858,1926,Spike,American Bulldog,Dog,//s3.amazonaws.com/petpace.images.pet/34ad7590c009ae7b9d7980e203f810be,2008-01-31 00:00:00,1,Neutered Male,2015-07-29 20:14:05,2015-07-29 22:43:31,5,NULL
2859,1926,g,h,Dog,NULL,2015-07-29 00:00:00,1,Intact Male,2015-07-29 20:19:18,2015-07-29 20:23:55,5,NULL
2860,1926,Spike,American Bulldog,Dog,NULL,2008-01-29 00:00:00,1,Neutered Male,2015-07-29 22:44:34,2015-07-29 23:28:38,5,NULL
2861,1926,Spike,American Bulldog,Dog,//s3.amazonaws.com/petpace.images.pet/1cbd29993220c07039a775b10cd1fe1f,2008-02-01 00:00:00,1,Neutered Male,2015-07-29 23:33:01,2015-07-30 22:24:51,3,NULL
2862,1967,Shadow,Border Collie,Dog,NULL,2006-04-22 00:00:00,1,Neutered Male,2015-07-30 11:47:02,NULL,3,NULL
2863,1968,Roxie,Boxer,Dog,NULL,2009-10-24 00:00:00,0,Spayed Female,2015-07-30 11:53:03,NULL,3,NULL
2864,1969,Cocoa,Terr. Mix,Dog,NULL,2011-07-01 00:00:00,0,Spayed Female,2015-07-30 13:58:43,NULL,3,NULL
2865,1970,Gidget,Poodle,Dog,NULL,2005-08-15 00:00:00,0,Spayed Female,2015-07-30 13:59:24,NULL,3,NULL
2866,1971,Kayla,Miniature Pinscher,Dog,NULL,2007-09-05 00:00:00,0,Spayed Female,2015-07-30 14:03:26,NULL,3,NULL
2867,1949,Bugs,Irish Wolfhound,Dog,NULL,2005-06-06 00:00:00,1,Neutered Male,2015-07-30 17:20:50,2016-04-13 15:00:27,3,America/New_York
2868,1973,Bonnie,Mix,Dog,NULL,2013-07-02 00:00:00,0,Spayed Female,2015-07-30 19:16:07,NULL,3,NULL
2869,1974,a,lab,Dog,NULL,2013-05-27 00:00:00,1,Intact Male,2015-07-30 19:29:48,2015-07-30 20:07:12,5,NULL
2870,1975,f,spaniel,Dog,NULL,2015-06-28 00:00:00,0,Intact Female,2015-07-30 20:04:44,2015-07-30 20:07:03,5,NULL
2871,1976,Chipper,mix,Dog,NULL,2012-06-28 00:00:00,1,Neutered Male,2015-07-31 12:49:42,NULL,3,NULL
2872,1977,Chance,Boxer Mixed,Dog,NULL,2002-02-26 00:00:00,1,Neutered Male,2015-07-31 12:51:53,NULL,3,NULL
2873,1978,Bella Blue,American Pit Bull Terrier,Dog,NULL,2014-01-03 00:00:00,0,Spayed Female,2015-07-31 12:52:37,NULL,3,NULL
2874,1979,Sadie,Pomeranian,Dog,NULL,2007-02-02 00:00:00,0,Spayed Female,2015-07-31 12:53:15,NULL,3,NULL
2875,1980,Ruby,Golden Retriever Mixed,Dog,NULL,2005-02-02 00:00:00,0,Intact Female,2015-07-31 13:30:58,NULL,3,NULL
2876,1981,Wendy,DSH,Cat,NULL,2005-11-13 00:00:00,0,Spayed Female,2015-07-31 14:54:53,NULL,3,NULL
2877,1982,Chili,Chihuahua,Dog,NULL,2003-09-16 00:00:00,1,Neutered Male,2015-07-31 16:54:30,NULL,3,NULL
2878,1960,Briar,Scottish Terrier & Bull Terrier,Dog,NULL,2003-10-14 00:00:00,1,Neutered Male,2015-08-01 12:37:32,2015-08-01 16:19:49,5,NULL
2879,1983,Bullet,German Shepherd Dog Mixed,Dog,NULL,2014-11-24 00:00:00,1,Intact Male,2015-08-01 13:46:18,NULL,3,NULL
2880,1984,Katie,Beagle Mixed,Dog,NULL,2010-02-27 00:00:00,0,Spayed Female,2015-08-01 13:46:47,NULL,3,NULL
2881,1985,Serenity,Labrador Retriever Mixed,Dog,NULL,2012-07-23 00:00:00,0,Spayed Female,2015-08-01 13:47:17,NULL,3,NULL
2882,1986,Mittens,DSH,Cat,NULL,2004-08-08 00:00:00,0,Spayed Female,2015-08-01 13:47:38,NULL,3,NULL
2883,1987,Pearl,DSH,Cat,NULL,2006-07-26 00:00:00,0,Spayed Female,2015-08-01 13:51:33,NULL,3,NULL
2884,1988,Pearl,Australian Shepherd Mixed,Dog,NULL,2013-10-31 00:00:00,0,Spayed Female,2015-08-01 13:52:05,NULL,3,NULL
2885,1989,Daisy,American Cocker Spaniel,Dog,NULL,2010-08-01 00:00:00,0,Spayed Female,2015-08-01 14:39:34,NULL,3,NULL
2886,1960,Briar,Bull Terrier Mixed,Dog,//s3.amazonaws.com/petpace.images.pet/4a09782211d728a51d0686388449e26a,2003-10-11 00:00:00,1,Neutered Male,2015-08-01 16:21:42,2016-04-13 15:00:20,3,America/New_York
2887,1960,Briar,Bull Terrier & Scottish Terrier,Dog,NULL,2003-10-15 00:00:00,1,Neutered Male,2015-08-01 16:25:55,2015-08-01 16:32:53,5,NULL
2888,1739,Guinness,Giant Schnauzer,Dog,NULL,2004-03-17 00:00:00,1,Neutered Male,2015-08-01 19:15:35,2016-04-13 15:00:27,3,America/Chicago
2889,1991,Cookie,Toy Fox Terrier,Dog,NULL,2006-02-24 00:00:00,0,Spayed Female,2015-08-03 19:15:57,2016-09-25 12:08:24,3,America/New_York
2890,1992,Kramer,Shetland Sheepdog,Dog,NULL,2014-11-24 00:00:00,1,Neutered Male,2015-08-03 19:50:58,NULL,3,NULL
2891,1993,Rufus,DSH,Cat,NULL,2010-03-10 00:00:00,1,Neutered Male,2015-08-03 19:51:26,NULL,3,NULL
2892,1994,Brownie BB,DSH,Cat,NULL,2012-04-10 00:00:00,1,Neutered Male,2015-08-03 19:52:10,NULL,3,NULL
2893,1995,Sasha,Himalayan,Cat,NULL,1998-03-20 00:00:00,0,Spayed Female,2015-08-03 20:26:56,NULL,3,NULL
2894,1997,Sgt. York,dsh*,Dog,NULL,2009-12-05 00:00:00,1,Neutered Male,2015-08-04 14:30:21,NULL,3,NULL
2895,1998,Kyler,Shih Tzu,Dog,NULL,2005-10-14 00:00:00,0,Spayed Female,2015-08-04 16:01:38,NULL,3,NULL
2896,1999,Jazzie,Standard Schnauzer,Dog,NULL,2011-07-30 00:00:00,0,Spayed Female,2015-08-04 17:23:42,NULL,3,NULL
2897,1875,Fido,Poodle,Dog,//s3.amazonaws.com/petpace.images.pet/9ef571dc169e6bc4a004d0e95054ffb,2013-06-05 00:00:00,1,Intact Male,2015-08-05 07:52:18,2015-08-05 11:52:07,5,NULL
2898,1875,Whisker,Kk,Cat,//s3.amazonaws.com/petpace.images.pet/48659b84b2b40939fe47408ff748766,2013-05-03 00:00:00,0,Intact Female,2015-08-05 07:56:18,2015-08-05 11:52:20,5,NULL
2905,1875,Fido,poodle,Dog,//s3.amazonaws.com/petpace.images.pet/f918dd057ff1abffcbb2e5349d14337f,2012-07-05 00:00:00,1,Intact Male,2015-08-05 11:54:11,2015-08-11 07:21:42,5,NULL
2906,1875,Whisker,kk,Cat,NULL,2013-04-05 00:00:00,0,Intact Female,2015-08-05 11:56:25,2015-08-05 11:57:30,5,NULL
2907,1875,Whisker,kka,Cat,NULL,2013-04-05 00:00:00,0,Intact Female,2015-08-05 11:56:25,2015-08-11 07:21:51,5,NULL
2912,2001,Sally,Mix,Dog,NULL,2010-02-05 00:00:00,0,Spayed Female,2015-08-05 15:44:45,NULL,3,NULL
2913,2002,Sibley,dsh,Cat,NULL,2015-03-05 00:00:00,0,Spayed Female,2015-08-05 15:46:18,NULL,3,NULL
2914,2003,Theo,Standard Schnauzer,Dog,NULL,2004-06-20 00:00:00,1,Neutered Male,2015-08-05 15:47:09,NULL,3,NULL
2915,2004,Jack,Scottish Terrier,Dog,NULL,2012-03-25 00:00:00,1,Neutered Male,2015-08-05 15:48:17,NULL,3,NULL
2916,2005,Brodie,Dachshund Mixed,Dog,NULL,2007-05-03 00:00:00,1,Neutered Male,2015-08-05 15:49:34,NULL,3,NULL
2917,2006,MAX,American Cocker Spaniel,Dog,NULL,2014-11-15 00:00:00,1,Neutered Male,2015-08-05 15:50:31,2015-12-22 13:27:12,3,NULL
